FID,Loc_name,Status,Score,Match_type,Match_addr,Addr_type,AddNum,AddNumFrom,AddNumTo,Side,StPreDir,StPreType,StName,StType,StDir,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,EntityID,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,ORIG_ADDRE,AddressLin,Latitude,Longitude,AdminDistr,PostalCode,ADV_RES_RE,EKIP_VOUCH,
35,USA.PointAddress,M,100,A,"29270 County Highway G, Ashland, Wisconsin, 54806",PointAddress,29270, , ,R, , ,County Highway G, , ,29270 County Highway G,Ashland,Wisconsin,54806,USA,-90.963029,46.581917,-90.962861,46.58383,"29270 County Highway G, Ashland, WI  54806",37, U.S. Forest Service,Northern Great Lakes Visitor Center,"Restrooms, Visitor Center, Environmental education facility",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.northerngreatlakescenter.org/,715-685-9983,"29270 County Highway G, Ashland, WI","29270 County Highway G, Ashland, WI  54806",46.581917,-90.963029,Wisconsin,54806,No,,
36, ,U,0,A, , , , , , , , , , , , , ,West Virginia, , ,-80.252611,38.182889,0,0, ,38, U.S. Forest Service,"Monongahela National Forest, Cranberry Mountain Nature Center","Restrooms, Visitor Center, Environmental education facility, Day use areas",Yes,Staff or volunteer-led tour/hike,Staff interpreters,"Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gDfxMDT8MwRydLA1cj72BTJw8jAwjQL8h2VAQAzHJMsQ!!/?ss=110921&navtype=BROWSEBYSUBJECT&navid=100000000000000&pnavid=null&recid=7049&ttype=recarea&pname=Monongahela%20National%,(304) 653-4826,"Latitude:38.182889, Longitude: -80.252611", ,38.182889,-80.252611,West Virginia,0,No, ,
37, ,U,0,A, , , , , , , , , , , , , ,West Virginia, , ,0,0,0,0, ,39, U.S. Forest Service,"Monongahela National Forest, Seneca Rocks Discovery Center","Restrooms, Visitor Center, Environmental education facility",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gDfxMDT8MwRydLA1cj72BTJw8jAwjQL8h2VAQAzHJMsQ!!/?ss=110921&navtype=BROWSEBYSUBJECT&navid=100000000000000&pnavid=null&recid=7050&ttype=recarea&pname=Monongahela%2520Nationa,(304) 567-2827,At Intersection of Route 33 and Route 55, ,0,0,West Virginia,0,No, ,
38,USA.PointAddress,M,90.92,A,"532 N Cache St, Jackson, Wyoming, 83001",PointAddress,532, , ,R,N, ,Cache,St, ,532 N Cache St,Jackson,Wyoming,83001,USA,-110.762344,43.485739,-110.761611,43.48707,"532 N. Cache, WY 83001",40, U.S. Forest Service,"Jackson Hole and Greater Yellowstone Interagency Visitor Center, Bridger-Teton National Forest  co-managed also with the USFWS and NPS","Restrooms, Visitor Center, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fws.gov/nwrs/threecolumn.aspx?id=2147509813,307-733-3316,532 N. Cache,"532 N. Cache, WY 83001",43.485739,-110.762344,Wyoming,83001,No,,
39,USA.PointAddress,M,92.43,A,"2600 N Bogus Basin Rd, Boise, Idaho, 83702",PointAddress,2600, , ,R,N, ,Bogus Basin,Rd, ,2600 N Bogus Basin Rd,Boise,Idaho,83702,USA,-116.206596,43.643898,-116.206061,43.64345,"2600 Bogus Basin Rd, Idaho 83702",41, U.S. Forest Service,"Bogus Basin Snow School, in cooperation with Boise National Forest","Restrooms, outdoor ski school",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers",Winter (November - February),http://www.bogusbasin.org/snowschool-at-bogus-Basin.aspx,(208) 332-5100 or (800) 367-4397,2600 Bogus Basin Rd,"2600 Bogus Basin Rd, Idaho 83702",43.643898,-116.206596,Idaho,83702,Yes,,
40,USA.StreetAddress,M,100,A,"18250 Mt Rose Hwy, Reno, Nevada, 89511",StreetAddress,18250,18280,18162,R, , ,Mt Rose,Hwy, ,18250 Mt Rose Hwy,Reno,Nevada,89511,USA,-119.856067,39.355671,-119.856067,39.355671,"18250 Mount Rose Highway , NV 89511",42, U.S. Forest Service,"Galena Creek Visitor Center, Humboldt-Toiyabe National Forest","Restrooms, Visitor Center, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.galenacreekvisitorcenter.org/,775-849-4948,18250 Mount Rose Highway,"18250 Mount Rose Highway , NV 89511",39.355671,-119.856067,Nevada,89511,No,,
41,USA.StreetAddress,M,90.1,A,"2525 Kyle Canyon Rd, Las Vegas, Nevada, 89124",StreetAddress,2525,2501,2599,L, , ,Kyle Canyon,Rd, ,2525 Kyle Canyon Rd,Las Vegas,Nevada,89124,USA,-115.582495,36.272019,-115.582495,36.272019,"2525 Kyle Canyon Rd, Las Vegas, NV 89130",43, U.S. Forest Service,"Spring Mountains Visitor Gateway, Spring Mountains National Recreation Area, Humboldt-Toiyabe National Forest","Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.gomtcharleston.com/home.html,702-872-5486,"2525 Kyle Canyon Rd, Las Vegas, NV","2525 Kyle Canyon Rd, Las Vegas, NV 89130",36.272019,-115.582495,Nevada,89130,Yes,,
42,USA.StreetName,M,100,A,"University Ln, McCall, Idaho, 83638",StreetName, , , , , , ,University,Ln, ,University Ln,McCall,Idaho,83638,USA,-116.087635,44.926473,-116.087635,44.926473,"1800 University Lane, McCall, ID 83638",44, U.S. Forest Service,McCall Outdoor Science School in partner with Payette and Boise National Forests,"Restrooms, Environmental education facility, Outdoor school",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.uidaho.edu/cnr/moss,(888) 634-3918,"1800 University Lane, McCall, ID 83638","1800 University Lane, McCall, ID 83638",44.926473,-116.087635,Idaho,83638,Yes,,
43,USA.PointAddress,M,100,A,"700 Coyote Canyon Rd, Jackson, Wyoming, 83001",PointAddress,700, , ,R, , ,Coyote Canyon,Rd, ,700 Coyote Canyon Rd,Jackson,Wyoming,83001,USA,-110.812395,43.48998,-110.810231,43.49105,"700 Coyote Canyon Road, Jackson, Wyoming 83001",45, U.S. Forest Service,Teton Science School in partnership with the Bridget-Teton National Forest,Environmental education facility,Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.tetonscience.org/,307.733.1313,"700 Coyote Canyon Road, Jackson, Wyoming 83001","700 Coyote Canyon Road, Jackson, Wyoming 83001",43.48998,-110.812395,Wyoming,83001,Yes,,
44, ,U,0,A, , , , , , , , , , , , , ,Utah, , ,-111.154911,39.530534,0,0, ,46, U.S. Forest Service,"Stuart Guard Station, Manti-La Sal National Forest","Restrooms, Visitor Center, Day use areas",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/mantilasal/recreation/recarea/?recid=73378&actid=120,435-637-2817,below, ,39.530534,-111.154911,Utah,84501,Yes, ,
45,USA.Postal,M,95.45,A,"84621, Axtell, Utah",Postal, , , , , , , , , , ,Ephraim,Utah,84621,USA,-111.799688,39.064447,-111.799688,39.064447,"Ephraim, UT 84621",47, U.S. Forest Service,Great Basin Environmental Education Center on the Manti-La Sal National Forest,"Restrooms, Environmental education facility",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Summer (June - August), Fall (September - October)",http://www.snow.edu/gbeec/info.html http://www.fs.usda.gov/detail/mantilasal/specialplaces/?cid=stelprdb5294672,435-283-7551,"Ephraim, UT","Ephraim, UT 84621",39.064447,-111.799688,Utah,84621,Yes,,
46,USA.StreetAddress,M,100,A,"5 N Fork Canyon Rd, Ketchum, Idaho, 83340",StreetAddress,5,99,1,R,N, ,Fork Canyon,Rd, ,5 N Fork Canyon Rd,Ketchum,Idaho,83340,USA,-114.419998,43.785835,-114.419998,43.785835,"5 North Fork Canyon Rd, Ketchum, ID 83340",48, U.S. Forest Service,"Sawtooth National Recreation Area Headquarters Visitor Center, Sawtooth National Forest","Restrooms, Visitor Center, Day use areas",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.visitidaho.org/attraction/visitor-centers/sawtooth-national-recreation-area-visitor-center/,208-737-3236,"5 North Fork Canyon Rd, Ketchum, ID","5 North Fork Canyon Rd, Ketchum, ID 83340",43.785835,-114.419998,Idaho,83340,No,,
47, ,U,0,A, , , , , , , , , , , , , ,Idaho, , ,0,0,0,0, ,49, U.S. Forest Service,"Redfish Lake Visitor Center, Sawtooth National Recreation Area","Restrooms, Visitor Center, Amphitheater",Yes,"Staff or volunteer-led tour/hike, trails","Volunteers, asociation staff",Summer (June - August),http://www.discoversawtooth.org http://discoversawtooth.org/redfish-center-gallery,208-774-3376, , ,0,0,Idaho,0,Yes, ,
48,USA.StreetAddress,M,100,A,"44 W 400 N, Spanish Fork, Utah, 84660",StreetAddress,44,98,2,L,W, ,400, ,N,44 W 400 N,Spanish Fork,Utah,84660,USA,-111.655554,40.115061,-111.655554,40.115061,"44 West 400 North, Spanish Fork, UT 84660",50, U.S. Forest Service,"Diamond Fork Youth Forest, Uinta-Wasatch-Cache National Forest","Restrooms, outdoor classroom",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/detailfull/uwcnf/learning/?cid=STELPRDB5108838 http://www.handsontheland.org/site-profiles?Itemid=5&alias=diamond-fork-youth-forest-at-uinta-national-forest,(801) 798-3571 Ext. 264,"44 West 400 North, Spanish Fork, UT","44 West 400 North, Spanish Fork, UT 84660",40.115061,-111.655554,Utah,84660,Yes,,
49,NLD.AdminPlaces,M,100,A,Noord,Locality, , , , , , , , , , ,Cedar City,Utah, ,NLD,4.46907,51.93286,4.46907,51.93286,"1789 N.Wedgewood Ln, Utah 84720",51, U.S. Forest Service,"Cedar City Ranger District, Dixie National Forest","Restrooms, outdoor classroom",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom","Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.handsontheland.org/site-profiles?Itemid=5&alias=dixie-national-forest-cedar-city-ranger-district,435-865-3746,1789 N.Wedgewood Ln,"1789 N.Wedgewood Ln, Utah 84720",0,0,Utah,84720,Yes,,
50,USA.StreetName,M,88.65,A,"Big Cottonwood Rd, Salt Lake City, Utah, 84121",StreetName, , , , , , ,Big Cottonwood,Rd, ,Big Cottonwood Rd,Salt Lake City,Utah,84121,USA,-111.590699,40.619029,-111.590699,40.619029,"Big Cottonwood Canyon, Salt Lake City, UT 84121",52, U.S. Forest Service,"Silver Lake Visitor Center and Trail, Uinta-Wasatch-Cache National Forest","Restrooms, Environmental education facility, Day use areas, trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom","Staff interpreters, Volunteers, association staff","Summer (June - August), Fall (September - October)",http://www.fs.fed.us/wildflowers/regions/intermountain/SilverLake/index.shtml http://cottonwoodcanyons.org/education/fall-summer-fieldtrips-at-silver-lake/,801-466-6411,"Big Cottonwood Canyon, Salt Lake City, UT","Big Cottonwood Canyon, Salt Lake City, UT 84121",40.619029,-111.590699,Utah,84121,No,,
51, ,U,0,A, , , , , , , , , , , , ,Cedarville,California, , ,0,0,0,0, ,53, U.S. Forest Service,Modoc National Forest- Warner Mountain Ranger District.,"Restrooms, camp ground",Yes,"Cedar Pass Children's Forest, 3 day event in May annually",Only for the 3 day event in May,Spring (March - May), ,530 279-8331,"Stough Reservoir, T43N, R15E, Sec 27", ,0,0,California,96104,No, ,
52, ,U,0,A, , , , , , , , , , , , , ,Vermont, , ,0,0,0,0, ,54, U.S. Forest Service,"Green Mountain National Forest, Texas Falls Recreation Area, Robert Frost Interpretative Trail, Warren Falls Recreation Area, Lefferts Pond Recreation Area","Restrooms, Day use areas",Yes,Natural Environment,"Staff rangers, Volunteers",Summer (June - August),http://www.fs.usda.gov/recmain/greenmountain/recreation,802-747-6700,Rochester / Middlebury Ranger District, ,0,0,Vermont,5767,No, ,
53,USA.Postal,M,97.64,A,"84323, Logan, Utah",Postal, , , , , , , , , , ,Logan,Utah,84323,USA,-111.836837,41.73524,-111.836837,41.73524,"Logan Canyon, Logan, UT 84323",55, U.S. Forest Service,Stokes Nature Center,"Restrooms, Environmental education facility",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://logannature.org,435-755-3239,"Logan Canyon, Logan, UT","Logan Canyon, Logan, UT 84323",41.73524,-111.836837,Utah,84323,Yes,,
54,USA.StreetAddress,M,100,A,"5 Portage Glacier Rd, Anchorage, Alaska, 99587",StreetAddress,5,1,99,L, , ,Portage Glacier,Rd, ,5 Portage Glacier Rd,Anchorage,Alaska,99587,USA,-148.975385,60.819113,-148.975385,60.819113,"Mile 5 Portage Glacier Road, Alaska 99587",56, U.S. Forest Service,"Begich, Boggs Visitor Center","Restrooms, Visitor Center",Yes,Staff or volunteer-led tour/hike,Staff interpreters,"Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/detail/chugach/home/?cid=stelprdb5251094,907-783-2326,Mile 5 Portage Glacier Road,"Mile 5 Portage Glacier Road, Alaska 99587",60.819113,-148.975385,Alaska,99587,Yes, ,
55,USA.StreetAddress,M,100,A,"8510 Mendenhall Loop Rd, Juneau, Alaska, 99801",StreetAddress,8510,8454,8572,R, , ,Mendenhall Loop,Rd, ,8510 Mendenhall Loop Rd,Juneau,Alaska,99801,USA,-134.567203,58.398458,-134.567203,58.398458,"8510 Mendenhall Loop Rd, , Alaska 99801",57, U.S. Forest Service,Mendenhall Glacier Visitor Center,"Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/detail/tongass/about-forest/offices/?cid=stelprdb5400800,907-789-0097,"8510 Mendenhall Loop Rd,","8510 Mendenhall Loop Rd, , Alaska 99801",58.398458,-134.567203,Alaska,99801,Yes, ,
56,USA.PointAddress,M,100,A,"50 Main St, Ketchikan, Alaska, 99901",PointAddress,50, , ,R, , ,Main,St, ,50 Main St,Ketchikan,Alaska,99901,USA,-131.644202,55.340434,-131.644161,55.34082,"50 Main Street, Alaska 99901",58, U.S. Forest Service,Southeast Alaska Discovery Center,"Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://alaskacenters.gov/ketchikan.cfm,907-228-6220,50 Main Street,"50 Main Street, Alaska 99901",55.340434,-131.644202,Alaska,99901,Yes, ,
57,USA.StreetName,M,100,A,"Table Rock Rd, Central Point, Oregon, 97502",StreetName, , , , , , ,Table Rock,Rd, ,Table Rock Rd,Central Point,Oregon,97502,USA,-122.897692,42.450261,-122.897692,42.450261,"Table Rock Road, Central Point, OR 97502",59, Bureau of Land Management,The Table Rocks Management Area - Upper Table Rock & Lower Table Rock,"Restrooms, Guided trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program, Botany, Fire Ecology, Archaeology","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.blm.gov/or/resources/recreation/tablerock/index.php,541-618-2200,"Table Rock Road, Central Point, OR","Table Rock Road, Central Point, OR 97502",42.450261,-122.897692,Oregon,97502,Yes,,
58,USA.StreetName,M,100,A,"US 26, Welches, Oregon, 97067",StreetName, , , , , ,US,26, , ,US 26,Welches,Oregon,97067,USA,-121.95956,45.347037,-121.95956,45.347037,"65670 US 26, Welches, OR 97067",60, Bureau of Land Management,Wildwood Recreation Area,"Restrooms, Group shelters, Day use areas, ADA-accessible wetland boardwalk; underwater viewing chamber; Wild & Scenic River; ball fields; playground",Yes,"Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, Geocaching, Cascade Streamwatch Self-Guided Interpretation Trail","Staff rangers, Volunteers, Partner groups offer environmental education programs","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.blm.gov/or/resources/recreation/site_info.php?siteid=221,503-375-5646,"65670 US 26, Welches, OR","65670 US 26, Welches, OR 97067",45.347037,-121.95956,Oregon,97067,No,,
